anime_id,title,score,rank,popularity,members,favorites,episodes,type,duration,status,genres,studios
53329,Find Your One Way,7.05,,15570,953,4,1.0,Music,2 min,Finished Airing,Action,SANZIGEN
52614,"Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",7.05,4567.0,7671,8892,19,24.0,TV,23 min per ep,Finished Airing,"Drama,Romance,Sports",OLM
52571,BANZAI! digital trippers,7.05,,13657,1526,2,1.0,Music,7 min,Finished Airing,,
11375,.hack//The Movie: Sekai no Mukou ni,7.05,4533.0,5605,19550,23,1.0,Movie,1 hr 51 min,Finished Airing,"Action,Adventure,Fantasy,Mystery,Sci-Fi","CyberConnect2,Anima"
7337,"Hetalia Axis Powers Movie: Paint it, White",7.05,4548.0,3233,61621,213,1.0,Movie,1 hr 20 min,Finished Airing,Comedy,Studio Deen
8120,Gotou ni Naritai.,7.05,4544.0,10764,3501,5,1.0,Movie,1 hr 14 min,Finished Airing,Drama,Tama Production
30988,"Futsuu no Joshikousei ga ""Locodol"" Yattemita. OVA",7.05,4543.0,7736,8726,4,2.0,OVA,24 min per ep,Finished Airing,Comedy,feel.
26165,Yuri Kuma Arashi,7.05,4587.0,2252,110473,780,12.0,TV,24 min per ep,Finished Airing,"Avant Garde,Drama,Fantasy,Girls Love,Ecchi",SILVER LINK.
12119,Natsu-iro Kiseki,7.05,4566.0,3809,46231,105,12.0,TV,24 min per ep,Finished Airing,"Slice of Life,Supernatural",Sunrise
36343,Full Metal Panic! Movie 2: One Night Stand,7.05,4542.0,7776,8607,6,1.0,Movie,1 hr 25 min,Finished Airing,Comedy,Gonzo
37886,Wo Shi Jiang Xiaobai (2018),7.05,4585.0,11172,3129,5,1.0,ONA,37 min,Finished Airing,"Drama,Romance",2:10 Animation
10507,Inazuma Eleven Go,7.05,4553.0,2527,93632,346,47.0,TV,24 min per ep,Finished Airing,Sports,OLM
34085,Sakura Nagashi,7.05,,8186,7567,13,1.0,Music,4 min,Finished Airing,"Drama,Sci-Fi",Khara
49020,Jashin Shoukan: Inran Kyonyuu Oyako Ikenie Gishiki,7.05,,7354,9904,67,2.0,OVA,16 min per ep,Finished Airing,Hentai,T-Rex
3670,Kikou Souseiki Mospeada,7.05,4555.0,7044,10976,34,25.0,TV,23 min per ep,Finished Airing,,Tatsunoko Production
41099,Re-raise,7.05,,12585,2113,4,1.0,Music,3 min,Finished Airing,,TROYCA
41215,Xi Xing Ji: Jijie Pian,7.05,4582.0,13882,1443,5,22.0,ONA,14 min per ep,Finished Airing,"Action,Adventure,Fantasy",BYMENT
41556,Maiko-san Chi no Makanai-san,7.05,4564.0,5405,21519,74,12.0,TV,25 min per ep,Finished Airing,"Gourmet,Slice of Life",J.C.Staff
2937,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,7.05,4535.0,5584,19676,28,1.0,Special,17 min,Finished Airing,,Toei Animation
28789,3-gatsu no Lion meets Bump of Chicken,7.05,,6114,15647,19,1.0,Music,5 min,Finished Airing,Drama,
2518,Masuda Kousuke Gekijou: Gag Manga Biyori 2,7.05,4566.0,10369,3977,2,12.0,TV,5 min per ep,Finished Airing,Comedy,Artland
7654,Tokyo Magnitude 8.0 Recap,7.05,4580.0,7511,9392,11,1.0,Special,51 min,Finished Airing,Drama,"Bones,Kinema Citrus"
7081,Danball Senki,7.05,4539.0,6875,11641,59,44.0,TV,23 min per ep,Finished Airing,,OLM
5983,Higepiyo,7.05,4550.0,8700,6485,16,39.0,TV,5 min per ep,Finished Airing,Comedy,Kinema Citrus
5929,Hi no Ame ga Furu,7.05,4549.0,12361,2250,3,1.0,Movie,1 hr 18 min,Finished Airing,Drama,Mushi Production
41530,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya,7.05,4561.0,2870,75679,452,8.0,TV,23 min per ep,Finished Airing,"Drama,Suspense",Shaft
5440,Ougon Yuusha Goldran,7.05,4574.0,10613,3664,13,48.0,TV,24 min per ep,Finished Airing,"Adventure,Fantasy,Sci-Fi",Sunrise
5203,Shin Maple Town Monogatari: Palm Town-hen,7.05,4580.0,12064,2458,6,50.0,TV,24 min per ep,Finished Airing,"Fantasy,Slice of Life",Toei Animation
5163,Code Geass: Hangyaku no Lelouch R2 Picture Drama,7.05,4538.0,4111,40152,98,9.0,Special,5 min per ep,Finished Airing,"Comedy,Ecchi",Sunrise
1556,Kikoushi Enma,7.05,4556.0,5244,23080,50,4.0,OVA,40 min per ep,Finished Airing,"Horror,Mystery,Supernatural",Brain's Base
4286,Bonobono (TV),7.05,4536.0,12610,2089,10,48.0,TV,11 min per ep,Finished Airing,Comedy,Group TAC
19697,Toaru Kagaku no Railgun S: Motto Marutto Railgun,7.05,4582.0,4250,37409,35,2.0,Special,9 min per ep,Finished Airing,Comedy,J.C.Staff
19619,Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,7.05,4554.0,12382,2234,1,1.0,Special,28 min,Finished Airing,,Studio Comet
1108,Senkaiden Houshin Engi,7.05,4576.0,5664,19063,78,26.0,TV,24 min per ep,Finished Airing,"Action,Adventure,Fantasy",Studio Deen
1066,Shakugan no Shana-tan,7.05,4577.0,4357,35551,23,4.0,Special,6 min per ep,Finished Airing,Comedy,J.C.Staff
3281,Kinnikuman: Kinnikusei Oui Soudatsu-hen,7.05,4558.0,9695,4870,21,46.0,TV,24 min per ep,Finished Airing,"Comedy,Sports",Toei Animation
3219,Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,7.05,4545.0,8199,7541,3,1.0,Special,24 min,Finished Airing,"Comedy,Sci-Fi",ufotable
48867,Shaonian Bai Ma Zui Chunfeng,7.05,4575.0,12789,1970,13,20.0,ONA,18 min per ep,Finished Airing,"Action,Fantasy",CG Year
3111,Nasu: Suitcase no Wataridori,7.05,4569.0,9752,4792,4,1.0,OVA,54 min,Finished Airing,Sports,Madhouse
48964,You Yao 2,7.05,4587.0,14006,1398,4,24.0,ONA,24 min per ep,Finished Airing,"Comedy,Drama,Fantasy","Shengying Animation,High Energy Studio"
49338,Hakuouki OVA (2021),7.05,4547.0,8467,6957,29,3.0,OVA,27 min per ep,Finished Airing,"Action,Drama,Supernatural",Studio Deen
49420,Sangenshoku,7.05,,14600,1213,2,1.0,Music,3 min,Finished Airing,,CloverWorks
2223,Maple Town Monogatari,7.05,4564.0,10640,3623,15,52.0,TV,24 min per ep,Finished Airing,"Fantasy,Slice of Life",Toei Animation
12079,Black★Rock Shooter,7.05,,2980,71157,329,1.0,Music,4 min,Finished Airing,"Action,Fantasy",
1929,Futari wa Precure: Max Heart,7.05,4543.0,5246,23087,59,47.0,TV,24 min per ep,Finished Airing,"Action,Comedy",Toei Animation
34209,Meiji Tokyo Renka,7.05,4566.0,3164,64192,301,12.0,TV,23 min per ep,Finished Airing,"Romance,Supernatural",TMS Entertainment
10807,Nichijou: Original Jikai Yokoku,7.05,4571.0,5462,20996,27,25.0,Special,30 sec per ep,Finished Airing,Comedy,Kyoto Animation
252,Madlax,7.05,4560.0,3799,46408,160,26.0,TV,24 min per ep,Finished Airing,"Drama,Mystery,Supernatural",Bee Train
1619,Negima!? Haru Special!?,7.05,4567.0,5449,21106,13,1.0,OVA,24 min,Finished Airing,"Comedy,Fantasy,Romance,Ecchi","Shaft,GANSIS"
1601,Red Garden,7.05,4575.0,3658,49269,150,22.0,TV,23 min per ep,Finished Airing,"Drama,Mystery,Supernatural,Suspense",Gonzo
10116,Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,7.05,4539.0,8706,6480,2,1.0,Movie,1 hr 48 min,Finished Airing,Comedy,Shin-Ei Animation
1429,Lupin III: Nusumareta Lupin - Copycat wa Manatsu no Chou,7.05,4560.0,8265,7346,1,1.0,TV Special,1 hr 31 min,Finished Airing,"Action,Adventure,Comedy,Mystery",TMS Entertainment
9539,Cardfight!! Vanguard,7.05,4537.0,3331,58369,346,65.0,TV,24 min per ep,Finished Airing,Action,TMS Entertainment
54,Appleseed (Movie),7.05,4534.0,2814,78523,191,1.0,Movie,1 hr 45 min,Finished Airing,Sci-Fi,Digital Frontier
50713,Mahouka Koukou no Rettousei 3rd Season,7.05,4559.0,1689,160294,487,13.0,TV,23 min per ep,Finished Airing,"Action,Fantasy,Romance,Sci-Fi",8bit
39652,One Punch Man 2nd Season Commemorative Special,7.05,4572.0,2889,74990,102,1.0,TV Special,24 min,Finished Airing,"Action,Comedy",J.C.Staff
61209,Kao ni Denai Kashiwada-san to Kao ni Deru Oota-kun,7.04,4609.0,3493,53437,164,12.0,TV,23 min per ep,Finished Airing,"Comedy,Romance",Studio Polon
60531,Bukiyou na Senpai.,7.04,4591.0,2886,74669,201,12.0,TV,23 min per ep,Finished Airing,"Comedy,Romance",Studio Elle
58859,Benghuai: Xing Qiong Tiedao - Yanchu Kaishi Qian,7.04,,14392,1270,0,1.0,CM,1 min,Finished Airing,"Fantasy,Sci-Fi",
58199,Yoru wa Neko to Issho Season 3,7.04,4644.0,11593,2798,9,40.0,ONA,2 min per ep,Finished Airing,Comedy,Studio PuYUKAI
52771,Benghuai 3rd: Dong Zhi Jiyi,7.04,4592.0,16258,799,8,1.0,ONA,1 min,Finished Airing,Sports,
57925,Milky☆Highway,7.04,4619.0,8932,6073,4,1.0,ONA,3 min,Finished Airing,"Comedy,Sci-Fi",
56838,"One Room, Hiatari Futsuu, Tenshi-tsuki.",7.04,4620.0,2533,92965,398,12.0,TV,23 min per ep,Finished Airing,"Comedy,Romance,Supernatural",Okuruto Noboru
55092,Umi no Manimani,7.04,,16295,793,1,1.0,Music,4 min,Finished Airing,,
53851,SSSS.Dynazenon Movie,7.04,4636.0,9023,5952,7,1.0,Movie,2 hr,Finished Airing,Sci-Fi,Trigger
54852,Kikansha no Mahou wa Tokubetsu desu,7.04,4610.0,1552,179369,501,12.0,TV,23 min per ep,Finished Airing,"Action,Fantasy",Arvo Animation
53406,Kagejitsu!,7.04,4608.0,5563,19865,55,17.0,ONA,2 min per ep,Finished Airing,Comedy,Studio PuYUKAI
53132,UniteUp!,7.04,4642.0,6696,12394,94,12.0,TV,24 min per ep,Finished Airing,Slice of Life,CloverWorks
51368,Orient: Awajishima Gekitou-hen,7.04,4623.0,3109,65977,269,12.0,TV,23 min per ep,Finished Airing,"Action,Adventure,Fantasy",A.C.G.T.
39042,Gaki ni Modotte Yarinaoshi!!!,7.04,,5694,18754,234,2.0,ONA,19 min per ep,Finished Airing,Hentai,Office TakeOut
8110,Fukubiki! Triangle: Miharu After,7.04,,5748,18321,72,2.0,OVA,29 min per ep,Finished Airing,Hentai,PoRO
33949,Oshiete! Galko-chan: Natsuyasumi tte Hontou desu ka?,7.04,4625.0,4586,31853,29,1.0,OVA,28 min,Finished Airing,Comedy,feel.
29163,Sore ga Seiyuu!,7.04,4635.0,3354,57424,87,13.0,TV,23 min per ep,Finished Airing,Comedy,Gonzo
23619,Haiyore! Nyaruko-san W: W ni Sayonara/Kono Onsen ni Koi no Konton wo,7.04,4602.0,4260,37280,24,1.0,OVA,15 min,Finished Airing,"Comedy,Ecchi",Xebec
31234,Himouto! Umaru-chanS,7.04,4603.0,2657,86314,118,12.0,Special,2 min per ep,Finished Airing,Comedy,Doga Kobo
31588,All Out!!,7.04,4588.0,2121,120697,399,25.0,TV,24 min per ep,Finished Airing,Sports,"Madhouse,TMS Entertainment"
10647,Ao no Exorcist: Ura Ex,7.04,4589.0,2515,94109,51,10.0,Special,1 min per ep,Finished Airing,Comedy,A-1 Pictures
10380,Oni Chichi: Re-birth,7.04,,4233,37728,144,1.0,OVA,28 min,Finished Airing,Hentai,PoRO
37826,Osake wa Fuufu ni Natte kara: Yuzu Atsukan,7.04,4624.0,4243,37579,30,1.0,ONA,3 min,Finished Airing,"Comedy,Gourmet,Romance",Creators in Pack
6974,Seikimatsu Occult Gakuin,7.04,4630.0,2258,110140,201,13.0,TV,24 min per ep,Finished Airing,"Comedy,Mystery,Sci-Fi,Supernatural",A-1 Pictures
35540,Slow Start,7.04,4633.0,2619,87949,177,12.0,TV,23 min per ep,Finished Airing,Comedy,CloverWorks
6884,Ookami to Koushinryou II: Holo no Short Anime,7.04,4622.0,3151,64504,150,2.0,Special,3 min per ep,Finished Airing,Supernatural,"Brain's Base,Marvy Jack"
34302,Precure Dream Stars! Movie,7.04,4628.0,9668,4910,11,1.0,Movie,1 hr 11 min,Finished Airing,"Action,Comedy",Toei Animation
36789,Golden Time (Movie),7.04,4600.0,7065,10877,18,1.0,Movie,21 min,Finished Airing,"Comedy,Fantasy",Robot Communications
40602,7 Seeds 2nd Season,7.04,4589.0,2922,73749,117,12.0,ONA,24 min per ep,Finished Airing,"Adventure,Drama,Mystery,Sci-Fi,Suspense","Gonzo,Studio KAI"
40646,Yes ka No ka Hanbun ka,7.04,4643.0,3111,65919,308,1.0,Movie,53 min,Finished Airing,"Boys Love,Drama",Lesprit
2604,Sky Girls,7.04,4632.0,4981,26078,53,26.0,TV,24 min per ep,Finished Airing,Sci-Fi,J.C.Staff
6463,Hoshi wo Katta Hi,7.04,4605.0,7646,9006,10,1.0,Movie,16 min,Finished Airing,Sci-Fi,Studio Ghibli
5978,Kannagi: Moshimo Kannagi ga Attara...,7.04,4610.0,4356,35612,10,1.0,Special,23 min,Finished Airing,"Comedy,Supernatural",A-1 Pictures
5534,Hai! Akko desu,7.04,4600.0,14292,1301,3,164.0,TV,25 min per ep,Finished Airing,Romance,Eiken
1688,Nanatsu-iro★Drops,7.04,4619.0,5125,24435,91,12.0,TV,24 min per ep,Finished Airing,Romance,Studio Barcelona
5397,Usavich III,7.04,4637.0,9643,4947,4,13.0,TV,1 min per ep,Finished Airing,Comedy,Kanaban Graphics
22071,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,7.04,4617.0,3729,47939,13,1.0,Special,12 min,Finished Airing,"Comedy,Romance",Doga Kobo
4926,Marco: Haha wo Tazunete Sanzenri,7.04,4612.0,11202,3112,1,1.0,Movie,1 hr 29 min,Finished Airing,"Adventure,Drama",Nippon Animation
47044,Xing Wushen Jue,7.04,4637.0,11054,3225,15,40.0,ONA,7 min per ep,Finished Airing,"Action,Fantasy",Ruo Hong Culture
1417,Lupin III: Moeyo Zantetsuken!,7.04,4615.0,7286,10136,5,1.0,TV Special,1 hr 30 min,Finished Airing,"Action,Adventure,Comedy,Mystery",Tokyo Movie Shinsha
27441,Show By Rock!!,7.04,4630.0,2532,93314,395,12.0,TV,24 min per ep,Finished Airing,"Comedy,Fantasy",Bones
3946,Jarinko Chie,7.04,4608.0,9293,5499,14,1.0,Movie,1 hr 49 min,Finished Airing,"Comedy,Drama",Tokyo Movie Shinsha
1140,Giniro no Kami no Agito,7.04,4598.0,2825,78073,208,1.0,Movie,1 hr 34 min,Finished Airing,"Adventure,Drama,Fantasy,Romance,Sci-Fi",Gonzo
3734,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,7.04,4599.0,11190,3120,8,3.0,OVA,45 min per ep,Finished Airing,Drama,Tokyo Movie Shinsha
16143,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,7.04,4617.0,5529,20204,10,1.0,TV Special,24 min,Finished Airing,"Action,Adventure,Fantasy",Toei Animation
50803,Jaku-Chara Tomozaki-kun 2nd Stage,7.04,4600.0,1748,154081,619,13.0,TV,23 min per ep,Finished Airing,"Drama,Romance",Project No.9
719,Ai no Kusabi,7.04,,4047,41762,431,2.0,OVA,54 min per ep,Finished Airing,"Boys Love,Drama,Sci-Fi,Erotica",AIC
609,Saishuu Heiki Kanojo: Another Love Song,7.04,4629.0,5561,19908,22,2.0,OVA,29 min per ep,Finished Airing,"Drama,Romance,Sci-Fi",Studio Fantasia
2569,Jungle Book Shounen Mowgli,7.04,4607.0,7850,8404,28,52.0,TV,25 min per ep,Finished Airing,"Adventure,Drama",Nippon Animation
32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,7.04,4594.0,1472,190633,148,1.0,OVA,24 min,Finished Airing,"Adventure,Comedy,Fantasy,Ecchi",J.C.Staff
2039,Mahou no Yousei Persia,7.04,4616.0,10074,4326,22,48.0,TV,24 min per ep,Finished Airing,Comedy,Studio Pierrot
2011,Taiho Shichau zo Special,7.04,4639.0,7643,9009,7,20.0,TV,8 min per ep,Finished Airing,"Action,Comedy",Studio Deen
1969,Kidou Senshi Z Gundam III: Hoshi no Kodou wa Ai,7.04,4613.0,6564,12997,8,1.0,Movie,1 hr 38 min,Finished Airing,"Drama,Sci-Fi",Sunrise
1967,Kidou Senshi Z Gundam I: Hoshi wo Tsugu Mono,7.04,4611.0,6225,14825,8,1.0,Movie,1 hr 34 min,Finished Airing,"Award Winning,Drama,Sci-Fi",Sunrise
42267,Dubu Xiaoyao,7.04,4595.0,10375,3955,24,480.0,ONA,12 min per ep,Finished Airing,"Action,Adventure,Fantasy",Suoyi Technology
1555,Tokimeki Memorial: Only Love,7.04,4640.0,4148,39396,94,25.0,TV,24 min per ep,Finished Airing,"Comedy,Romance",AIC ASTA
1554,Asatte no Houkou.,7.04,4592.0,4949,26472,43,12.0,TV,24 min per ep,Finished Airing,"Drama,Supernatural",J.C.Staff
34034,Pokemon Sun & Moon,7.04,4623.0,1961,133782,668,146.0,TV,24 min per ep,Finished Airing,"Action,Fantasy",OLM
760,Tenjou Tenge: The Past Chapter,7.04,4639.0,5206,23539,15,1.0,OVA,1 hr 32 min,Finished Airing,"Action,Drama,Supernatural",Madhouse
2170,Sousei no Aquarion OVA,7.04,4630.0,6873,11665,10,2.0,OVA,54 min per ep,Finished Airing,"Romance,Sci-Fi",Satelight
1205,Aru Tabibito no Nikki,7.04,4591.0,4825,28272,130,6.0,ONA,3 min per ep,Finished Airing,"Adventure,Fantasy",Robot Communications
25159,Inou-Battle wa Nichijou-kei no Naka de,7.04,4601.0,590,454176,968,12.0,TV,24 min per ep,Finished Airing,Comedy,Trigger
1569,Otome wa Boku ni Koishiteru,7.04,4626.0,3090,66948,182,12.0,TV,24 min per ep,Finished Airing,"Comedy,Drama,Romance",feel.
33036,Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai,7.04,4636.0,2031,127535,267,1.0,Movie,1 hr 3 min,Finished Airing,"Comedy,Drama,Romance",Qualia Animation
64070,Furachi,7.03,,16648,738,5,,OVA,Unknown,Currently Airing,Hentai,T-Rex
61929,Ling Tian Du Zun,7.03,4654.0,16520,750,5,60.0,ONA,10 min per ep,Finished Airing,"Action,Adventure,Fantasy",Suoyi Technology
59393,Niwatori Fighter,7.03,4660.0,4073,40449,103,12.0,TV,23 min per ep,Finished Airing,"Action,Comedy",SANZIGEN
59128,Hai Yorokonde,7.03,,19050,476,3,1.0,Music,2 min,Finished Airing,,
56886,Mumei,7.03,,16947,692,7,1.0,Music,4 min,Finished Airing,Fantasy,
53670,Blue Archive: Beautiful Day Dreamer,7.03,4641.0,9285,5513,24,1.0,ONA,9 min,Finished Airing,"Fantasy,Sports",Yostar Pictures
52708,Unleash!!!!!,7.03,,18177,552,1,1.0,Music,3 min,Finished Airing,Sci-Fi,
51791,Xi Xing Ji: Chongsheng Pian,7.03,4684.0,15068,1087,2,12.0,ONA,22 min per ep,Finished Airing,"Action,Adventure,Fantasy",BYMENT
41207,"Tenioha! 2: Limit Over - Mada Mada Ippai, Ecchi Shiyo? The Animation",7.03,,8124,7706,21,1.0,OVA,26 min,Finished Airing,Hentai,Studio 1st
39068,Ano Danchi no Tsuma-tachi wa... The Animation,7.03,,7804,8547,81,2.0,OVA,26 min per ep,Finished Airing,Hentai,Ryuu M's
30243,Gakuen de Jikan yo Tomare,7.03,,4983,26034,234,4.0,OVA,29 min per ep,Finished Airing,Hentai,Suzuki Mirano
14653,Hayate no Gotoku! Can't Take My Eyes Off You,7.03,4653.0,3262,60711,75,12.0,TV,24 min per ep,Finished Airing,"Comedy,Romance",Manglobe
20973,Sekai Seifuku: Bouryaku no Zvezda,7.03,4664.0,1754,153835,360,12.0,TV,24 min per ep,Finished Airing,"Action,Comedy,Sci-Fi",A-1 Pictures
7066,Mahoromatic: Tadaima Okaeri,7.03,4658.0,7084,10793,5,2.0,TV Special,23 min per ep,Finished Airing,"Comedy,Romance,Sci-Fi,Ecchi",Gainax
37595,Cardcaptor Sakura: Clear Card-hen Recap,7.03,4643.0,8379,7126,18,1.0,TV Special,25 min,Finished Airing,"Adventure,Comedy,Romance",
6379,Kyou no 5 no 2 (TV): Takarabako,7.03,4656.0,7489,9457,3,1.0,OVA,28 min,Finished Airing,"Comedy,Ecchi",Xebec
40630,Saga Incident,7.03,,8849,6214,8,1.0,Music,5 min,Finished Airing,,MAPPA
3614,Yakushiji Ryouko no Kaiki Jikenbo,7.03,4684.0,5437,21255,45,13.0,TV,23 min per ep,Finished Airing,"Mystery,Supernatural",Doga Kobo
30813,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e PV,7.03,,4724,29735,174,1.0,PV,30 sec,Finished Airing,"Comedy,Romance",Lerche
3098,Shutsugeki! Machine Robo Rescue,7.03,4669.0,11866,2591,11,53.0,TV,23 min per ep,Finished Airing,Sci-Fi,Sunrise
30014,Momokuri,7.03,4661.0,2196,114723,345,26.0,ONA,12 min per ep,Finished Airing,"Comedy,Romance",Satelight
27899,Tokyo Ghoul √A,7.03,4673.0,56,1907220,10840,12.0,TV,24 min per ep,Finished Airing,"Action,Fantasy,Horror,Suspense",Studio Pierrot
7861,Versailles no Bara to Onna-tachi,7.03,4677.0,10082,4317,36,1.0,Special,24 min,Finished Airing,Drama,Tokyo Movie Shinsha
2264,Jungle Taitei Movie (1997),7.03,4655.0,9550,5101,14,1.0,Movie,1 hr 38 min,Finished Airing,"Adventure,Fantasy",Tezuka Productions
6169,Tenjoubito to Akutobito Saigo no Tatakai,7.03,4674.0,7758,8660,9,1.0,Movie,1 hr 30 min,Finished Airing,"Action,Fantasy",Kyoto Animation
1860,Tokyo Majin Gakuen Kenpuuchou: Tou,7.03,4677.0,2382,102372,312,14.0,TV,24 min per ep,Finished Airing,"Action,Drama,Horror,Supernatural","AIC Spirits,BeSTACK"
4936,Ninja Hattori-kun,7.03,4663.0,6546,13066,51,694.0,TV,10 min per ep,Finished Airing,"Action,Comedy",Shin-Ei Animation
4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,7.03,4674.0,8510,6855,3,1.0,TV Special,23 min,Finished Airing,"Action,Comedy",Studio Deen
39292,Princess Connect! Re:Dive,7.03,4663.0,893,319553,1082,13.0,TV,23 min per ep,Finished Airing,"Adventure,Comedy,Fantasy,Gourmet",CygamesPictures
18745,Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,7.03,4645.0,3815,46099,31,1.0,OVA,22 min,Finished Airing,Comedy,Madhouse
1184,Lost Universe,7.03,4657.0,5643,19283,64,26.0,TV,22 min per ep,Finished Airing,"Adventure,Comedy,Drama,Sci-Fi",E&G Films
3837,Mashin Eiyuuden Wataru,7.03,4661.0,10389,3949,14,45.0,TV,24 min per ep,Finished Airing,"Adventure,Comedy,Sci-Fi",Sunrise
1124,Seikai no Danshou: Tanjou,7.03,4667.0,7434,9628,11,1.0,TV Special,25 min,Finished Airing,"Romance,Sci-Fi",Sunrise
1046,Elf wo Karu Mono-tachi II,7.03,4650.0,6161,15271,13,12.0,TV,24 min per ep,Finished Airing,"Adventure,Comedy,Fantasy",Group TAC
1014,Chicchana Yukitsukai Sugar Specials,7.03,4650.0,9006,5985,6,2.0,TV Special,24 min per ep,Finished Airing,"Comedy,Fantasy",J.C.Staff
49305,Wan Jie Xian Zong 5th Season,7.03,4681.0,11804,2634,9,288.0,ONA,7 min per ep,Finished Airing,"Action,Fantasy,Romance",Ruo Hong Culture
620,Takahashi Rumiko Gekijou Ningyo no Mori,7.03,4673.0,4622,31315,90,11.0,TV,24 min per ep,Finished Airing,"Drama,Fantasy,Horror,Mystery",TMS Entertainment
553,Yami no Matsuei,7.03,4685.0,3287,59473,401,13.0,TV,23 min per ep,Finished Airing,"Boys Love,Fantasy,Horror,Mystery",J.C.Staff
49755,Obey Me!: Makai Dai Ryokou!,7.03,4664.0,9042,5919,26,1.0,Special,3 min,Finished Airing,"Comedy,Fantasy",Colored Pencil Animation Japan
518,Mahou no Princess Minky Momo,7.03,4659.0,6911,11477,58,63.0,TV,23 min per ep,Finished Airing,,Ashi Productions
508,Tottoko Hamtarou,7.03,4677.0,3127,65350,310,296.0,TV,25 min per ep,Finished Airing,"Adventure,Comedy",TMS Entertainment
2282,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,7.03,4675.0,11624,2777,12,26.0,TV,24 min per ep,Finished Airing,,Tezuka Productions
2554,Ai Shoujo Pollyanna Story,7.03,4645.0,8609,6666,29,51.0,TV,25 min per ep,Finished Airing,Drama,Nippon Animation
10821,Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunagu Kiseki no Melody♪,7.03,4671.0,8521,6847,1,1.0,Movie,1 hr 11 min,Finished Airing,,Toei Animation
1602,Soukou no Strain,7.03,4669.0,5091,24801,80,13.0,TV,24 min per ep,Finished Airing,"Drama,Sci-Fi,Ecchi",Studio Fantasia
1588,Mamoru-kun ni Megami no Shukufuku wo!,7.03,4660.0,4792,28671,48,24.0,TV,23 min per ep,Finished Airing,"Comedy,Romance",Zexcs
9931,Happy Birthday: Inochi Kagayaku Toki,7.03,4653.0,9628,4964,23,1.0,Movie,1 hr 19 min,Finished Airing,Drama,Magic Bus
34019,Tsugumomo,7.03,4679.0,1288,220412,525,12.0,TV,23 min per ep,Finished Airing,"Action,Comedy,Supernatural,Ecchi",Zero-G
58,Blue Gender,7.03,4646.0,2587,89837,457,26.0,TV,23 min per ep,Finished Airing,"Adventure,Drama,Horror,Sci-Fi",AIC
64217,Nikenichi! Non Non Zenshou Kichi,7.02,4708.0,17172,659,8,,ONA,6 min,Currently Airing,"Comedy,Sci-Fi",
63414,Luca,7.02,4700.0,16040,843,4,1.0,ONA,12 min,Finished Airing,Supernatural,CALF
60820,Fanren Xiu Xian Zhuan: Xu Tian Zhan Ji,7.02,4695.0,17863,582,0,2.0,ONA,1 hr 55 min per ep,Finished Airing,"Action,Adventure,Fantasy","Original Force,Wonder Cat Animation"
60662,Neko ni Naritai Tamagawa-kun,7.02,4705.0,8704,6482,30,1.0,TV Special,17 min,Finished Airing,"Boys Love,Comedy",Aeonium
52995,Arifureta Shokugyou de Sekai Saikyou Season 3,7.02,4686.0,1362,207559,1111,16.0,TV,23 min per ep,Finished Airing,"Action,Adventure,Fantasy",asread.
48449,Real Eroge Situation! 2 The Animation,7.02,,7911,8224,30,2.0,OVA,25 min per ep,Finished Airing,Hentai,Studio 1st
35727,Mayoiga no Oneesan The Animation,7.02,,5537,20199,131,1.0,OVA,16 min,Finished Airing,Hentai,T-Rex
38033,Soikano: Gyutto Dakishimete - The Animation,7.02,,8440,7005,36,1.0,OVA,26 min,Finished Airing,Hentai,Seven
12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,7.02,4718.0,8540,6810,3,3.0,Special,4 min per ep,Finished Airing,Comedy,ufotable
16051,Ro-Kyu-Bu! SS,7.02,4717.0,4067,40965,57,12.0,TV,24 min per ep,Finished Airing,"Comedy,Sports,Ecchi","Barnum Studio,Project No.9"
39640,"Tenioha! 2: Nee, Motto Ecchi na Koto Ippai Shiyo? The Animation",7.02,,7801,8552,18,1.0,OVA,26 min,Finished Airing,Hentai,Studio 1st
8039,Oppai no Ouja 48,7.02,,6859,11727,47,2.0,OVA,28 min per ep,Finished Airing,Hentai,T-Rex
32094,Reikenzan: Hoshikuzu-tachi no Utage,7.02,4715.0,2410,100140,194,12.0,TV,24 min per ep,Finished Airing,"Comedy,Fantasy",Studio Deen
